Sentence,Target_Action,Noun,Color,Relative_Action,Relative_Object,Relative_Object_Color
hold the blue sphere above the blue cube,hold,sphere,blue,above,cube,blue
hold the blue sphere above the green cube,hold,sphere,blue,above,cube,green
hold the blue sphere below the red cube,hold,sphere,blue,below,cube,red
hold the blue sphere below the blue cube,hold,sphere,blue,below,cube,blue
hold the blue sphere below the green cube,hold,sphere,blue,below,cube,green
hold the blue sphere near the red cube,hold,sphere,blue,near,cube,red
hold the blue sphere near the blue cube,hold,sphere,blue,near,cube,blue
hold the blue sphere near the green cube,hold,sphere,blue,near,cube,green
hold the blue sphere right the red cube,hold,sphere,blue,right,cube,red
hold the blue sphere right the blue cube,hold,sphere,blue,right,cube,blue
hold the blue sphere right the green cube,hold,sphere,blue,right,cube,green
hold the blue sphere left the red cube,hold,sphere,blue,left,cube,red
hold the blue sphere left the blue cube,hold,sphere,blue,left,cube,blue
hold the blue sphere left the green cube,hold,sphere,blue,left,cube,green
hold the blue sphere above the red pyramid,hold,sphere,blue,above,pyramid,red
hold the blue sphere above the blue pyramid,hold,sphere,blue,above,pyramid,blue
hold the blue sphere above the green pyramid,hold,sphere,blue,above,pyramid,green
hold the blue sphere below the red pyramid,hold,sphere,blue,below,pyramid,red
hold the blue sphere below the blue pyramid,hold,sphere,blue,below,pyramid,blue
hold the blue sphere below the green pyramid,hold,sphere,blue,below,pyramid,green
hold the blue sphere near the red pyramid,hold,sphere,blue,near,pyramid,red
hold the blue sphere near the blue pyramid,hold,sphere,blue,near,pyramid,blue
hold the blue sphere near the green pyramid,hold,sphere,blue,near,pyramid,green
hold the blue sphere right the red pyramid,hold,sphere,blue,right,pyramid,red
hold the blue sphere right the blue pyramid,hold,sphere,blue,right,pyramid,blue
hold the blue sphere right the green pyramid,hold,sphere,blue,right,pyramid,green
hold the blue sphere left the red pyramid,hold,sphere,blue,left,pyramid,red
hold the blue sphere left the blue pyramid,hold,sphere,blue,left,pyramid,blue
hold the blue sphere left the green pyramid,hold,sphere,blue,left,pyramid,green
hold the blue sphere above the red sphere,hold,sphere,blue,above,sphere,red
hold the blue sphere above the blue sphere,hold,sphere,blue,above,sphere,blue
hold the blue sphere above the green sphere,hold,sphere,blue,above,sphere,green
hold the blue sphere below the red sphere,hold,sphere,blue,below,sphere,red
hold the blue sphere below the blue sphere,hold,sphere,blue,below,sphere,blue
hold the blue sphere below the green sphere,hold,sphere,blue,below,sphere,green
hold the blue sphere near the red sphere,hold,sphere,blue,near,sphere,red
hold the blue sphere near the blue sphere,hold,sphere,blue,near,sphere,blue
hold the blue sphere near the green sphere,hold,sphere,blue,near,sphere,green
hold the blue sphere right the red sphere,hold,sphere,blue,right,sphere,red
hold the blue sphere right the blue sphere,hold,sphere,blue,right,sphere,blue
hold the blue sphere right the green sphere,hold,sphere,blue,right,sphere,green
hold the blue sphere left the red sphere,hold,sphere,blue,left,sphere,red
hold the blue sphere left the blue sphere,hold,sphere,blue,left,sphere,blue
hold the blue sphere left the green sphere,hold,sphere,blue,left,sphere,green
add the green sphere above the red cube,add,sphere,green,above,cube,red
add the green sphere above the blue cube,add,sphere,green,above,cube,blue
add the green sphere above the green cube,add,sphere,green,above,cube,green
add the green sphere below the red cube,add,sphere,green,below,cube,red
add the green sphere below the blue cube,add,sphere,green,below,cube,blue
add the green sphere below the green cube,add,sphere,green,below,cube,green
add the green sphere near the red cube,add,sphere,green,near,cube,red
add the green sphere near the blue cube,add,sphere,green,near,cube,blue
add the green sphere near the green cube,add,sphere,green,near,cube,green
add the green sphere right the red cube,add,sphere,green,right,cube,red
add the green sphere right the blue cube,add,sphere,green,right,cube,blue
add the green sphere right the green cube,add,sphere,green,right,cube,green
add the green sphere left the red cube,add,sphere,green,left,cube,red
add the green sphere left the blue cube,add,sphere,green,left,cube,blue
add the green sphere left the green cube,add,sphere,green,left,cube,green
add the green sphere above the red pyramid,add,sphere,green,above,pyramid,red
add the green sphere above the blue pyramid,add,sphere,green,above,pyramid,blue
add the green sphere above the green pyramid,add,sphere,green,above,pyramid,green
add the green sphere below the red pyramid,add,sphere,green,below,pyramid,red
add the green sphere below the blue pyramid,add,sphere,green,below,pyramid,blue
add the green sphere below the green pyramid,add,sphere,green,below,pyramid,green
add the green sphere near the red pyramid,add,sphere,green,near,pyramid,red
add the green sphere near the blue pyramid,add,sphere,green,near,pyramid,blue
add the green sphere near the green pyramid,add,sphere,green,near,pyramid,green
add the green sphere right the red pyramid,add,sphere,green,right,pyramid,red
add the green sphere right the blue pyramid,add,sphere,green,right,pyramid,blue
add the green sphere right the green pyramid,add,sphere,green,right,pyramid,green
add the green sphere left the red pyramid,add,sphere,green,left,pyramid,red
add the green sphere left the blue pyramid,add,sphere,green,left,pyramid,blue
add the green sphere left the green pyramid,add,sphere,green,left,pyramid,green
add the green sphere above the red sphere,add,sphere,green,above,sphere,red
add the green sphere above the blue sphere,add,sphere,green,above,sphere,blue
add the green sphere above the green sphere,add,sphere,green,above,sphere,green
add the green sphere below the red sphere,add,sphere,green,below,sphere,red
add the green sphere below the blue sphere,add,sphere,green,below,sphere,blue
add the green sphere below the green sphere,add,sphere,green,below,sphere,green
add the green sphere near the red sphere,add,sphere,green,near,sphere,red
add the green sphere near the blue sphere,add,sphere,green,near,sphere,blue
add the green sphere near the green sphere,add,sphere,green,near,sphere,green
add the green sphere right the red sphere,add,sphere,green,right,sphere,red
add the green sphere right the blue sphere,add,sphere,green,right,sphere,blue
add the green sphere right the green sphere,add,sphere,green,right,sphere,green
add the green sphere left the red sphere,add,sphere,green,left,sphere,red
add the green sphere left the blue sphere,add,sphere,green,left,sphere,blue
add the green sphere left the green sphere,add,sphere,green,left,sphere,green
find the green sphere above the red cube,find,sphere,green,above,cube,red
find the green sphere above the blue cube,find,sphere,green,above,cube,blue
find the green sphere above the green cube,find,sphere,green,above,cube,green
find the green sphere below the red cube,find,sphere,green,below,cube,red
find the green sphere below the blue cube,find,sphere,green,below,cube,blue
find the green sphere below the green cube,find,sphere,green,below,cube,green
find the green sphere near the red cube,find,sphere,green,near,cube,red
find the green sphere near the blue cube,find,sphere,green,near,cube,blue
find the green sphere near the green cube,find,sphere,green,near,cube,green
find the green sphere right the red cube,find,sphere,green,right,cube,red
find the green sphere right the blue cube,find,sphere,green,right,cube,blue
find the green sphere right the green cube,find,sphere,green,right,cube,green
find the green sphere left the red cube,find,sphere,green,left,cube,red
find the green sphere left the blue cube,find,sphere,green,left,cube,blue
find the green sphere left the green cube,find,sphere,green,left,cube,green
find the green sphere above the red pyramid,find,sphere,green,above,pyramid,red
find the green sphere above the blue pyramid,find,sphere,green,above,pyramid,blue
find the green sphere above the green pyramid,find,sphere,green,above,pyramid,green
find the green sphere below the red pyramid,find,sphere,green,below,pyramid,red
find the green sphere below the blue pyramid,find,sphere,green,below,pyramid,blue
find the green sphere below the green pyramid,find,sphere,green,below,pyramid,green
find the green sphere near the red pyramid,find,sphere,green,near,pyramid,red
find the green sphere near the blue pyramid,find,sphere,green,near,pyramid,blue
find the green sphere near the green pyramid,find,sphere,green,near,pyramid,green
find the green sphere right the red pyramid,find,sphere,green,right,pyramid,red
find the green sphere right the blue pyramid,find,sphere,green,right,pyramid,blue
find the green sphere right the green pyramid,find,sphere,green,right,pyramid,green
find the green sphere left the red pyramid,find,sphere,green,left,pyramid,red
find the green sphere left the blue pyramid,find,sphere,green,left,pyramid,blue
find the green sphere left the green pyramid,find,sphere,green,left,pyramid,green
find the green sphere above the red sphere,find,sphere,green,above,sphere,red
find the green sphere above the blue sphere,find,sphere,green,above,sphere,blue
find the green sphere above the green sphere,find,sphere,green,above,sphere,green
find the green sphere below the red sphere,find,sphere,green,below,sphere,red
find the green sphere below the blue sphere,find,sphere,green,below,sphere,blue
find the green sphere below the green sphere,find,sphere,green,below,sphere,green
find the green sphere near the red sphere,find,sphere,green,near,sphere,red
find the green sphere near the blue sphere,find,sphere,green,near,sphere,blue
find the green sphere near the green sphere,find,sphere,green,near,sphere,green
find the green sphere right the red sphere,find,sphere,green,right,sphere,red
find the green sphere right the blue sphere,find,sphere,green,right,sphere,blue
find the green sphere right the green sphere,find,sphere,green,right,sphere,green
find the green sphere left the red sphere,find,sphere,green,left,sphere,red
find the green sphere left the blue sphere,find,sphere,green,left,sphere,blue
find the green sphere left the green sphere,find,sphere,green,left,sphere,green
delete the green sphere above the red cube,delete,sphere,green,above,cube,red
delete the green sphere above the blue cube,delete,sphere,green,above,cube,blue
delete the green sphere above the green cube,delete,sphere,green,above,cube,green
delete the green sphere below the red cube,delete,sphere,green,below,cube,red
delete the green sphere below the blue cube,delete,sphere,green,below,cube,blue
delete the green sphere below the green cube,delete,sphere,green,below,cube,green
delete the green sphere near the red cube,delete,sphere,green,near,cube,red
delete the green sphere near the blue cube,delete,sphere,green,near,cube,blue
delete the green sphere near the green cube,delete,sphere,green,near,cube,green
delete the green sphere right the red cube,delete,sphere,green,right,cube,red
delete the green sphere right the blue cube,delete,sphere,green,right,cube,blue
delete the green sphere right the green cube,delete,sphere,green,right,cube,green
delete the green sphere left the red cube,delete,sphere,green,left,cube,red
delete the green sphere left the blue cube,delete,sphere,green,left,cube,blue
delete the green sphere left the green cube,delete,sphere,green,left,cube,green
delete the green sphere above the red pyramid,delete,sphere,green,above,pyramid,red
delete the green sphere above the blue pyramid,delete,sphere,green,above,pyramid,blue
delete the green sphere above the green pyramid,delete,sphere,green,above,pyramid,green
delete the green sphere below the red pyramid,delete,sphere,green,below,pyramid,red
delete the green sphere below the blue pyramid,delete,sphere,green,below,pyramid,blue
delete the green sphere below the green pyramid,delete,sphere,green,below,pyramid,green
delete the green sphere near the red pyramid,delete,sphere,green,near,pyramid,red
delete the green sphere near the blue pyramid,delete,sphere,green,near,pyramid,blue
delete the green sphere near the green pyramid,delete,sphere,green,near,pyramid,green
delete the green sphere right the red pyramid,delete,sphere,green,right,pyramid,red
delete the green sphere right the blue pyramid,delete,sphere,green,right,pyramid,blue
delete the green sphere right the green pyramid,delete,sphere,green,right,pyramid,green
delete the green sphere left the red pyramid,delete,sphere,green,left,pyramid,red
delete the green sphere left the blue pyramid,delete,sphere,green,left,pyramid,blue
delete the green sphere left the green pyramid,delete,sphere,green,left,pyramid,green
delete the green sphere above the red sphere,delete,sphere,green,above,sphere,red
delete the green sphere above the blue sphere,delete,sphere,green,above,sphere,blue
delete the green sphere above the green sphere,delete,sphere,green,above,sphere,green
delete the green sphere below the red sphere,delete,sphere,green,below,sphere,red
delete the green sphere below the blue sphere,delete,sphere,green,below,sphere,blue
delete the green sphere below the green sphere,delete,sphere,green,below,sphere,green
delete the green sphere near the red sphere,delete,sphere,green,near,sphere,red
delete the green sphere near the blue sphere,delete,sphere,green,near,sphere,blue
delete the green sphere near the green sphere,delete,sphere,green,near,sphere,green
delete the green sphere right the red sphere,delete,sphere,green,right,sphere,red
delete the green sphere right the blue sphere,delete,sphere,green,right,sphere,blue
delete the green sphere right the green sphere,delete,sphere,green,right,sphere,green
delete the green sphere left the red sphere,delete,sphere,green,left,sphere,red
delete the green sphere left the blue sphere,delete,sphere,green,left,sphere,blue
delete the green sphere left the green sphere,delete,sphere,green,left,sphere,green
move the green sphere above the red cube,move,sphere,green,above,cube,red
move the green sphere above the blue cube,move,sphere,green,above,cube,blue
move the green sphere above the green cube,move,sphere,green,above,cube,green
move the green sphere below the red cube,move,sphere,green,below,cube,red
move the green sphere below the blue cube,move,sphere,green,below,cube,blue
move the green sphere below the green cube,move,sphere,green,below,cube,green
move the green sphere near the red cube,move,sphere,green,near,cube,red
move the green sphere near the blue cube,move,sphere,green,near,cube,blue
move the green sphere near the green cube,move,sphere,green,near,cube,green
move the green sphere right the red cube,move,sphere,green,right,cube,red
move the green sphere right the blue cube,move,sphere,green,right,cube,blue
move the green sphere right the green cube,move,sphere,green,right,cube,green
move the green sphere left the red cube,move,sphere,green,left,cube,red
move the green sphere left the blue cube,move,sphere,green,left,cube,blue
move the green sphere left the green cube,move,sphere,green,left,cube,green
move the green sphere above the red pyramid,move,sphere,green,above,pyramid,red
move the green sphere above the blue pyramid,move,sphere,green,above,pyramid,blue
move the green sphere above the green pyramid,move,sphere,green,above,pyramid,green
move the green sphere below the red pyramid,move,sphere,green,below,pyramid,red
move the green sphere below the blue pyramid,move,sphere,green,below,pyramid,blue
move the green sphere below the green pyramid,move,sphere,green,below,pyramid,green
move the green sphere near the red pyramid,move,sphere,green,near,pyramid,red
move the green sphere near the blue pyramid,move,sphere,green,near,pyramid,blue
move the green sphere near the green pyramid,move,sphere,green,near,pyramid,green
move the green sphere right the red pyramid,move,sphere,green,right,pyramid,red
move the green sphere right the blue pyramid,move,sphere,green,right,pyramid,blue
move the green sphere right the green pyramid,move,sphere,green,right,pyramid,green
move the green sphere left the red pyramid,move,sphere,green,left,pyramid,red
move the green sphere left the blue pyramid,move,sphere,green,left,pyramid,blue
move the green sphere left the green pyramid,move,sphere,green,left,pyramid,green
move the green sphere above the red sphere,move,sphere,green,above,sphere,red
move the green sphere above the blue sphere,move,sphere,green,above,sphere,blue
move the green sphere above the green sphere,move,sphere,green,above,sphere,green
move the green sphere below the red sphere,move,sphere,green,below,sphere,red
move the green sphere below the blue sphere,move,sphere,green,below,sphere,blue
move the green sphere below the green sphere,move,sphere,green,below,sphere,green
move the green sphere near the red sphere,move,sphere,green,near,sphere,red
move the green sphere near the blue sphere,move,sphere,green,near,sphere,blue
move the green sphere near the green sphere,move,sphere,green,near,sphere,green
move the green sphere right the red sphere,move,sphere,green,right,sphere,red
move the green sphere right the blue sphere,move,sphere,green,right,sphere,blue
move the green sphere right the green sphere,move,sphere,green,right,sphere,green
move the green sphere left the red sphere,move,sphere,green,left,sphere,red
move the green sphere left the blue sphere,move,sphere,green,left,sphere,blue
move the green sphere left the green sphere,move,sphere,green,left,sphere,green
hold the green sphere above the red cube,hold,sphere,green,above,cube,red
hold the green sphere above the blue cube,hold,sphere,green,above,cube,blue
hold the green sphere above the green cube,hold,sphere,green,above,cube,green
hold the green sphere below the red cube,hold,sphere,green,below,cube,red
hold the green sphere below the blue cube,hold,sphere,green,below,cube,blue
hold the green sphere below the green cube,hold,sphere,green,below,cube,green
hold the green sphere near the red cube,hold,sphere,green,near,cube,red
hold the green sphere near the blue cube,hold,sphere,green,near,cube,blue
hold the green sphere near the green cube,hold,sphere,green,near,cube,green
hold the green sphere right the red cube,hold,sphere,green,right,cube,red
hold the green sphere right the blue cube,hold,sphere,green,right,cube,blue
hold the green sphere right the green cube,hold,sphere,green,right,cube,green
hold the green sphere left the red cube,hold,sphere,green,left,cube,red
hold the green sphere left the blue cube,hold,sphere,green,left,cube,blue
hold the green sphere left the green cube,hold,sphere,green,left,cube,green
hold the green sphere above the red pyramid,hold,sphere,green,above,pyramid,red
hold the green sphere above the blue pyramid,hold,sphere,green,above,pyramid,blue
hold the green sphere above the green pyramid,hold,sphere,green,above,pyramid,green
hold the green sphere below the red pyramid,hold,sphere,green,below,pyramid,red
hold the green sphere below the blue pyramid,hold,sphere,green,below,pyramid,blue
hold the green sphere below the green pyramid,hold,sphere,green,below,pyramid,green
hold the green sphere near the red pyramid,hold,sphere,green,near,pyramid,red
hold the green sphere near the blue pyramid,hold,sphere,green,near,pyramid,blue
hold the green sphere near the green pyramid,hold,sphere,green,near,pyramid,green
hold the green sphere right the red pyramid,hold,sphere,green,right,pyramid,red
hold the green sphere right the blue pyramid,hold,sphere,green,right,pyramid,blue
hold the green sphere right the green pyramid,hold,sphere,green,right,pyramid,green
hold the green sphere left the red pyramid,hold,sphere,green,left,pyramid,red
hold the green sphere left the blue pyramid,hold,sphere,green,left,pyramid,blue
hold the green sphere left the green pyramid,hold,sphere,green,left,pyramid,green
hold the green sphere above the red sphere,hold,sphere,green,above,sphere,red
hold the green sphere above the blue sphere,hold,sphere,green,above,sphere,blue
hold the green sphere above the green sphere,hold,sphere,green,above,sphere,green
hold the green sphere below the red sphere,hold,sphere,green,below,sphere,red
hold the green sphere below the blue sphere,hold,sphere,green,below,sphere,blue
hold the green sphere below the green sphere,hold,sphere,green,below,sphere,green
hold the green sphere near the red sphere,hold,sphere,green,near,sphere,red
hold the green sphere near the blue sphere,hold,sphere,green,near,sphere,blue
hold the green sphere near the green sphere,hold,sphere,green,near,sphere,green
hold the green sphere right the red sphere,hold,sphere,green,right,sphere,red
hold the green sphere right the blue sphere,hold,sphere,green,right,sphere,blue
hold the green sphere right the green sphere,hold,sphere,green,right,sphere,green
hold the green sphere left the red sphere,hold,sphere,green,left,sphere,red
hold the green sphere left the blue sphere,hold,sphere,green,left,sphere,blue
hold the green sphere left the green sphere,hold,sphere,green,left,sphere,green
